src,trg
Write a Python function to print number with commas as thousands separators,"' \n def formattedNumber ( n )   :   \n  \t return  ( "" {   :   ,  } "" . format ( n )  ) '"
Write a Python function to count occurrence of a word in the given text,"' \n def text _ searcher ( text ,  word )   :   \n  \t count  =  0 \n  \t for w in text . split (  )   :   \n  \t\t if w  =  =  word  :   \n  \t\t\t count  =  count  +  1 \n  \t return count'"
Write a Python function to capitalizes the first letter of each word in a string,' \n def capitalize ( text )   :   \n  \t return text . title (  ) '
Write a Python function to remove falsy values from a list,"' \n def newlist ( lst )   :   \n  \t return list ( filter ( None ,  lst )  ) '"
Write a Python function to to find the sum of all digits of a given integer,' \n def sum _ of _ digits ( num )   :   \n  \t if num  =  =  0  :   \n  \t return 0 \n  \t else  :   \n  \t return num  %  10  +  sum _ of _ digits ( int ( num  /  10 )  ) '
Write a Python function to check all elements of a list are the same or not,' \n def check _ equal ( a )   :   \n  \t return a [ 1  :   ]   =  =  a [   :   - 1 ] '
Write a Python program to convert string into a datetime object,"' \n from datetime import datetime \n date _ string  =  ""Mar 26 2021  4  :  20PM"" \n datetime _ object  =  datetime . strptime ( date _ string ,  \' % b  % d  % Y  % I  :   % M % p\' )  \n print ( datetime _ object ) '"
Write a Python function that returns the integer obtained by reversing the digits of the given integer,' \n def reverse ( n )   :   \n  \t s = str ( n )   \n  \t p = s [   :    :   - 1 ]  \n  \t return p '
"Write a Python program that updates set1 by adding items from set2, except common items","' \n set1  =   { 10 ,  20 ,  30 ,  40 ,  50 }  \n set2  =   { 30 ,  40 ,  50 ,  60 ,  70 }  \n set1 . symmetric _ difference _ update ( set2 )  \n print ( set1 ) '"
Write a Python program that removes items from set1 that are not common to both set1 and set2,"' \n set1  =   { 10 ,  20 ,  30 ,  40 ,  50 }  \n set2  =   { 30 ,  40 ,  50 ,  60 ,  70 }  \n set1 . intersection _ update ( set2 )  \n print ( set1 ) '"
Write a Python program to reverse a tuple,"' \n aTuple  =   ( 10 ,  20 ,  30 ,  40 ,  50 )  \n aTuple  =  aTuple [   :    :   - 1 ]  \n print ( aTuple ) '"
Write a Python program to swap two tuples,"' \n tuple1  =   ( 11 ,  22 )  \n tuple2  =   ( 99 ,  88 )  \n tuple1 ,  tuple2  =  tuple2 ,  tuple1 \n print ( tuple2 )  \n print ( tuple1 ) '"
Write a Python program to modify the second item (33) of a list inside a following tuple to 333,"' \n tuple1  =   ( 11 ,   [ 22 ,  33 ]  ,  44 ,  55 )  \n tuple1 [ 1 ]  [ 1 ]   =  333 \n print ( tuple1 ) '"
Write a Python program to sort a tuple of tuples by 2nd item,""" \n tuple1  =   (  ( 'a' ,  23 )  ,  ( 'b' ,  37 )  ,  ( 'c' ,  11 )  ,   ( 'd' , 29 )  )  \n tuple1  =  tuple ( sorted ( list ( tuple1 )  ,  key = lambda x  :   x [ 1 ]  )  )  \n print ( tuple1 ) """
Write a Python function to check if all items in the following tuple are the same,' \n def check _ tuple _ same ( sampleTuple )   :   \n  \t return all ( i  =  =  sampleTuple [ 0 ]  for i in sampleTuple ) '
Write a Python program to print current time in milliseconds,' \n import time \n milliseconds  =  int ( round ( time . time (  )   *  1000 )  )  \n print ( milliseconds ) '
Write a Python function func1() such that it can accept a variable length of  argument and print all arguments value,' \n def func1 (  * args )   :   \n  \t for i in args  :   \n  \t\t print ( i ) '
Write a Python program that Given a two Python list. Iterate both lists simultaneously such that list1 should display item in original order and list2 in reverse order,"' \n list1  =   [ 10 ,  20 ,  30 ,  40 ]  \n list2  =   [ 100 ,  200 ,  300 ,  400 ]  \n for x ,  y in zip ( list1 ,  list2 [   :    :   - 1 ]  )   :   \n  \t print ( x ,  y ) '"
"Write a Python function that Given a string, display only those characters which are present at an even index number","' \n def printEveIndexChar ( str )   :   \n  \t for i in range ( 0 ,  len ( str )  - 1 ,  2 )   :   \n  \t print ( ""index [ "" , i , "" ] "" ,  str [ i ]   ) '"
"Write a Python function that Given a string and an integer number n, remove characters from a string starting from zero up to n and return a new string","' \n def removeChars ( str ,  n )   :   \n  \t return str [ n  :   ] '"
"Write a Python function that Given a list of numbers, Iterate it and print only those numbers which are divisible of 5",' \n def findDivisible ( numberList )   :   \n  \t for num in numberList  :   \n  \t\t if  ( num  %  5  =  =  0 )   :   \n  \t\t\t print ( num ) '
"Write a Python program to return a set of all elements in either A or B, but not both","' \n set1  =   { 10 ,  20 ,  30 ,  40 ,  50 }  \n set2  =   { 30 ,  40 ,  50 ,  60 ,  70 }  \n print ( set1 . symmetric _ difference ( set2 )  ) '"
Write a Python program to Subtract a week ( 7 days) from a given date in Python,"' \n from datetime import datetime ,  timedelta \n given _ date  =  datetime ( 2020 ,  2 ,  25 )  \n days _ to _ subtract  =  7 \n res _ date  =  given _ date  -  timedelta ( days = days _ to _ subtract )  \n print ( res _ date ) '"
Write a Python program to Find the day of week of a given date,""" \n from datetime import datetime \n given _ date  =  datetime ( 2020 ,  7 ,  26 )  \n print ( given _ date . strftime ( ' % A' )  ) """
Write a Python program to Convert following datetime instance into string format,"' \n from datetime import datetime \n given _ date  =  datetime ( 2020 ,  2 ,  25 )  \n string _ date  =  given _ date . strftime ( "" % Y -  % m -  % d  % H  :   % M  :   % S"" )  \n print ( string _ date ) '"
Write a Python program to convert two equal length sets to dictionary,""" \n keys  =   { 'Ten' ,  'Twenty' ,  'Thirty' }  \n values  =   { 10 ,  20 ,  30 }  \n sampleDict  =  dict ( zip ( keys ,  values )  )  \n print ( sampleDict ) """
Write a program which will find all such numbers which are divisible by 7 but are not a multiple of 5 between 2000 and 3200 (both included).,"' \n l =  [  ]  \n for i in range ( 2000 ,  3201 )   :   \n  \t if  ( i % 7 =  = 0 )  and  ( i % 5 !  = 0 )   :   \n  \t\t l . append ( str ( i )  ) '"
Write a program that will determine the object type,""" \n def typeIdentifier ( object )   :   \n  \t return f'object type   :    { type ( object )  } '"""
Write a program that will determine the memory usage by python process,"' \n import os ,  psutil \n print ( psutil . Process ( os . getpid (  )  )  . memory _ info (  )  . rss  /  1024  *  *  2 ) '"
Write a function that will provide the ascii value of a character,""" \n def charToASCII ( chr )   :   \n  \t return f'ASCII value of  { chr }  is  :    { ord ( chr )  } '"""
Write a function to reverse a string,' \n def revStr ( inp )   :   \n  \t inp  =  inp [   :    :   - 1 ]  \n  \t return inp'
Write a function to determine the bits used by any number,""" \n def totalBits ( n )   :   \n \treturn f'total number of bits used in  { n }  is   :    { len ( bin ( n )  [ 2  :    ]  )  } '"""
Write a program to swap two variables inplace,"' \n a , b  =  b , a'"
Write a program that prints the words in a comma-separated sequence after sorting them alphabetically.,""" \n items =  [ x for x in input (  )  . split ( ' , ' )  ]  \n items . sort (  )  \n print ( ' , ' . join ( items )  ) """
Write a function that will convert a string into camelCase,"' \n from re import sub \n def camelCase ( string )   :   \n  \t string  =  sub ( r"" (  _  |  -  )  + "" ,  "" "" ,  string )  . title (  )  . replace ( "" "" ,  """" )  \n  \t return string [ 0 ]  . lower (  )   +  string [ 1  :   ] '"
Write a function to remove empty list from a list using list comprehension,' \n def removeEmptyList ( li )   :   \n  \t res  =   [ ele for ele in li if ele  !  =   [  ]  ]   \n  \t return res'
Write a function to Find the size of a Tuple in Python without garbage values,""" \n Tuple  =   ( 10 , 20 )  \n def sizeOfTuple ( tup )   :   \n  \t return f'Size of Tuple  :    { str ( Tuple .  _  _ sizeof _  _  (  )  )  }  bytes' """
Write a function that finds a list is homogeneous,"' \n def homoList ( li )   :   \n  \t res  =  True \n  \t for i in li  :    \n  \t\t  if not isinstance ( i ,  type ( li [ 0 ]  )  )   :    \n  \t\t\t res  =  False  \n  \t\t\t break \n  \t return res'"
Write a function to remove a given date type elements from a list.,"' \n def removeDataType ( li , dType )   :   \n  \t res  =   [  ]  \n  \t for i in li  :   \n  \t\t if not isinstance ( i ,  dType )   :   \n  \t\t\t res . append ( i )  \n  \t return res'"
"Write a python function to find out the occurence of ""i"" element before first ""j"" in the list","' \n def firstOccurence ( arr ,  i , j )   :   \n  \t res  =  0 \n  \t for k in arr  :   \t  \t  \t  \t   \n  \t\t  if k  =  =  j  :    \n  \t\t\t break \n  \t\t  if k  =  =  i  :    \n  \t\t\t res  +  =  1 \n  \t return res'"
Write a program to check whether a file/path/direcory exists or not,"' \n file _ path  =  ""path / here"" \n import os . path \n os . path . exists ( file _ path ) '"
Write a program to merge two python dictionaries,""" \n x =  { 'key1'  :  'val1' , 'key2'  :  'val2' }  \n y =  { 'key3'  :  'val3' , 'key4'  :  'val4' }  \n z  =   {  *  * x ,   *  * y }   #  z  =  x  |  y  """
Write a program to convert dictionary into JSON,"' \n import json \n data  =   { ""key1""   :   ""value1"" ,  ""key2""   :   ""value2"" }  \n jsonData  =  json . dumps ( data )  \n print ( jsonData ) '"
Write a function to Check whether following json is valid or invalid,' \n import json \n def validateJSON ( jsonData )   :   \n  \t try  :   \n  \t\t json . loads ( jsonData )  \n  \t except ValueError as err  :   \n  \t\t return False \n  \t return True'
Write a function to add two positive integers without using the '+' operator,"' \n def add _ without _ plus _ operator ( a ,  b )   :   \n  \t while b  !  =  0  :   \n  \t\t data  =  a  &  b \n  \t\t a  =  a  ^  b \n  \t\t b  =  data  <  <  1 \n  \t return a'"
Write a program to compute the number of digits in multiplication of two given integers,"' \n a , b  =  312 ,  410 \n print ( len ( str ( a * b )  )  ) '"
Write a function to return the area of a rhombus,"' \n def area ( d1 ,  a )   :    \n  \t d2  =   ( 4 *  ( a *  * 2 )   -  d1 *  * 2 )  *  * 0 . 5 \n  \t area  =  0 . 5  *  d1  *  d2  \n  \t return ( area )  '"
Write a function to calculate volume of Triangular Pyramid,"' \n def volumeTriangular ( a ,  b ,  h )   :    \n  \t return  ( 0 . 1666 )   *  a  *  b  *  h '"
Write a function to calculate volume of Square Pyramid,"' \n def volumeSquare ( b ,  h )   :    \n  \t return  ( 0 . 33 )   *  b  *  b  *  h '"
Write a function to calculate Volume of Pentagonal Pyramid,"' \n def volumePentagonal ( a ,  b ,  h )   :    \n  \t return  ( 0 . 83 )   *  a  *  b  *  h '"
Write a function to calculate Volume of Hexagonal Pyramid,"' \n def volumeHexagonal ( a ,  b ,  h )   :    \n  \t return a  *  b  *  h'"
Write a python program to find and print volume of a sphere for which diameter d is given,"' \n import math \n diameter  =  12 .  \n radius  =  diameter / 2 .  \n  #  Calculate volume V \n V  =  4 .  / 3 .   *  math . pi  *  radius  *  *  3 \n print ( f""Volume =  { V } "" ) '"
"Write a python program using list comprehension to produce and print the list  [[2],[3],[4],[3],[4],[5],[4],[5],[6]]",' \n start _ num  =  2 \n repeat _ count  =  3 \n max _ offset  =  3 \n list4  =   [  [ start _ num  +  i  +  j  ]   for j in range ( max _ offset )  for i in range ( repeat _ count )   ]   \n print ( list4 ) '
"Write a python program using list comprehension to produce and print the list [[2, 3, 4, 5], [3, 4, 5, 6], [4, 5, 6, 7], [5, 6, 7, 8]]",' \n start _ num  =  2 \n repeat _ count  =  4 \n max _ offset  = 4 \n list5  =   [  [ start _ num  +  i  +  j  for j in range ( max _ offset )  ]   for i in range ( repeat _ count )   ]  \n print ( list5 ) '
"Write a python program using list comprehension to produce and print the list [(1, 1), (2, 1), (3, 1), (1, 2), (2, 2), (3, 2), (1, 3), (2, 3), (3, 3)]","' \n max _ count  =  3 \n list6  =   [  ( j + 1 , i + 1 )   for i in range ( max _ count )   for j in range ( max _ count )   ]  \n print ( list6 ) '"
Write a python program that maps list of words into a list of integers representing the lengths of the corresponding words,"' \n lst  =   [ ""ab"" , ""cde"" , ""erty"" ]  \n length _ list  =  list ( map (  ( lambda element  :   len ( element )  )  ,  lst )  )  \n print ( str ( length _ list )  ) '"
Write a python program which accepts users first name and last name and print in reverse order with a space,"' \n first _ name  =  input ( ""Enter your first name  :   "" )  \n last _ name  =  input ( ""Enter your last name  :   "" )  \n print ( last _ name . strip (  )   +  "" ""  +  first _ name . strip (  )  ) '"
Write a python program to find and print sum of series with cubes of first n natural numbers,"' \n n  =  10 \n sum  =  0 \n for i in range ( 1 ,  n + 1 )   :    \n  \t sum  +  =  i *  * 3 \n print ( f"" { sum } "" ) '"
"Write a python  function which returns True elements in a given list is monotonically increasing or decreasing, return False otherwise",' \n def isMonotonic ( A )   :     \n  \t return  ( all ( A [ i ]   <  =  A [ i  +  1 ]  for i in range ( len ( A )   -  1 )  )  or \n  \t\t\t all ( A [ i ]   >  =  A [ i  +  1 ]  for i in range ( len ( A )   -  1 )  )  )  '
Write a python program to find and print  K th column of a matrix,"' \n test _ list  =   [  [ 4 ,  5 ,  6 ]  ,   [ 8 ,  1 ,  10 ]  ,   [ 7 ,  12 ,  5 ]  ]   \n K  =  2 \n res  =   [ sub [ K ]  for sub in test _ list ]   \n print ( ""The Kth column of matrix is   :   ""  +  str ( res )  )  '"
Write a python program to Convert and print Snake case to Pascal case,"' \n test _ str  =  \'go _ east _ or _ west _ india _ is _ the _ best\' \n res  =  test _ str . replace ( "" _ "" ,  "" "" )  . title (  )  . replace ( "" "" ,  """" )  \n print ( res ) '"
Write a python  program to print only even length words in a sentence,""" \n def printEvenLengthWords ( s )   :          \n  \t s  =  s . split ( ' ' )    \n  \t for word in s  :   \n  \t\t if len ( word )  % 2 =  = 0  :    \n  \t\t\t print ( word )   """
Write a python function which determines if binary representation of a number is palindrome,' \n def binaryPallindrome ( num )   :    \n  \t\t binary  =  bin ( num )   \n  \t\t binary  =  binary [ 2  :   ]   \n  \t\t return binary  =  =  binary [  - 1  :    :   - 1 ]  '
Write a program to print inverted star pattern for the given number,""" \n n = 11 \n for i in range  ( n ,  0 ,   - 1 )   :    \n  \t print (  ( n - i )   *  ' '  +  i  *  ' * ' )  """
Write a python function to determine if a year is leap year or not,' \n def is _ leap ( year )   :   \n  \t leap  =  False'
Write your logic here,' \n  \t if year  %  4  =  =  0  :   \n  \t\t if year  %  400  =  =  0  :   \n  \t\t\t leap  =  True \n  \t\t elif year  %  100  =  =  0  :   \n  \t\t\t leap  =  False \n  \t\t else  :   \n  \t\t\t leap  =  True \n  \t return leap'
Write a python function to find gcd using eucliean algorithm,"' \n def gcd ( a ,  b )   :     \n  \t if a  =  =  0   :    \n  \t\t return b   \n  \t return gcd ( b % a ,  a ) '"
Write a python program to flatten  a multidimensional list,"' \n my _ list  =   [  [ 10 , 20 , 30 ]  ,  [ 40 , 50 , 60 ]  ,  [ 70 , 80 , 90 ]  ]  \n flattened  =   [ x for temp in my _ list for x in temp ]  \n print ( flattened ) '"
Write Python Program to Print Table of a Given Number,"' \n n = int ( input ( ""Enter the number to print the tables for  :  "" )  )  \n for i in range ( 1 , 11 )   :   \n  \t print ( n , ""x"" , i , "" = "" , n * i ) '"
Write a program to print the powers of 2 using anonymous function,"' \n terms  =  10 \n result  =  list ( map ( lambda x  :   2  *  *  x ,  range ( terms )  )  )  \n print ( ""The total terms are  :  "" , terms )  \n for i in range ( terms )   :   \n  \t print ( ""2 raised to power"" , i , ""is"" , result [ i ]  ) '"
Write a python function which accepts or discard only string ending with alphanumeric character,"' \n import re  \n regex  =  \' [ a - zA - z0 - 9 ]  $ \' \n def check ( string )   :   \n  \t if ( re . search ( regex ,  string )  )   :     \n  \t\t print ( ""Accept"" )  \t\t    \n  \t else  :     \n  \t\t print ( ""Discard"" )  '"
Write a python program to accept a number n and calculate n+nn+nn,"' \n n = int ( input ( ""Enter a number n  :   "" )  )  \n temp = str ( n )  \n t1 = temp + temp \n t2 = temp + temp + temp \n comp = n + int ( t1 )  + int ( t2 )  \n print ( ""The value is  :  "" , comp ) '"
Write a program to accept a number and print inverted star pattern,"' \n n = int ( input ( ""Enter number of rows  :   "" )  )  \n for i in range  ( n , 0 ,  - 1 )   :   \n  \t print (  ( n - i )   *  \' \'  +  i  *  \' * \' ) '"
Write a function to get the Cumulative sum of a list,"' \n def Cumulative ( lists )   :    \n  \t cu _ list  =   [  ]   \n  \t length  =  len ( lists )   \n  \t cu _ list  =   [ sum ( lists [ 0  :  x  :  1 ]  )  for x in range ( 0 ,  length + 1 )  ]   \n  \t return cu _ list [ 1  :   ] '"
Write a python program to convert complex number to polar coordinates,' \n import cmath   \n  #  using cmath . polar (  )  method   \n num  =  cmath . polar ( 1 )    \n print ( num )  '
Write a python program to print calendar of a given year,' \n import calendar  \n year  =  2019 \n print ( calendar . calendar ( year )  )    '
write a python program to print even numbers in a list,"' \n list1   =   [ 2 , 7 , 5 , 64 , 14 ]  \n for i in list1  :   \n  \t if i % 2 =  = 0  :   \n  \t\t print ( i , end = "" "" ) '"
write a python program to print positive numbers in a list,"' \n list1  =   [ 2 , 4 ,  - 5 , 3 , 8 ,  - 10 ,  - 11 ]  \n for i in list1  :   \n  \t if i > 0  :   \n  \t\t print ( i , end = "" "" ) '"
write a python program to remove empty list from list and print it,"' \n list1  =   [ 2 , 5 , 6 ,  [  ]  , 8 ,  [  ]  ,  [  ]  , 0 ]  \n list2 =  [  ]  \n for i in list1  :   \n  \t if not isinstance ( i , list )   :   \n  \t\t list2 . append ( i )  \n print ( list2 ) '"
write a python program to print the list having sum of digits,"' \n list1  =   [ 12 ,  67 ,  98 ,  34 ]  \n list2 =  [  ]  \n for i in list1  :   \n  \t sum  =  0 \n  \t for digit in str ( i )   :    \n  \t\t sum  +  =  int ( digit )   \n  \t list2 . append ( sum )  \n print ( list2 ) '"
write a python program to find string in a list and print it,""" \n list1  =   [ 1 ,  2 . 0 ,  'have' ,  'a' ,  'nice' ,  'day' ]   \n s  =  'nice' \n for i in list1  :   \n  \t if i  =  =  s  :   \n  \t\t print ( f' { s }  is  present in the list' ) """
write a python function to swap two numbers in a list and return the list,"' \n def swapPositions ( list ,  pos1 ,  pos2 )   :    \n  \t list [ pos1 ]  ,  list [ pos2 ]   =  list [ pos2 ]  ,  list [ pos1 ]   \n  \t return list'"
Driver function,"' \n List1  =   [ 23 ,  65 ,  19 ,  90 ]   \n pos1 ,  pos2   =  1 ,  3 \n print ( swapPositions ( List1 ,  pos1 - 1 ,  pos2 - 1 )  )  '"
21 Write a python program to count the number of spaces in a string and print it,"' \n count = 0 \n string  =  ""Welcome to schoolofAI"" \n for i in string  :   \n  \t if i =  = "" ""  :   \n  \t\t count = count + 1 \n print ( f\'number of spaces  { count } \' ) '"
22 Write a python program to Concatenate all elements of a list into a string and print it,""" \n l  =   [ 'hello' ,  'guys' ,  'have' ,   \n  \t 'a' ,  'nice' ,  'day' ]   \n  #  this will join all the   \n  #  elements of the list with ' '  \n l  =  ' ' . join ( l )    \n print ( l )  """
23 Write a python program to filter similar case strings and print it,' \n x =  [  ]  \n for i in test _ list  :   \n  \t if i . islower (  )  or i . isupper (  )   :   \n  \t\t print ( x . append ( i )  )  \n print ( x )  '
24 Write a python program to increment Suffix number in string and print it,""" \n test _ str  =  'hello006' \n x = '' \n r = '' \n for i in test _ str  :   \n  \t if i . isdigit (  )  and int ( i )  > 0  :   \n  \t\t x = x + str ( int ( i )  + 1 )  \n  \t else  :   \n  \t\t  r = r + i \n print ( r + x )   """
29 write a python  program to Extract string till first Non-Alphanumeric character and print it,""" \n test _ str  =  'geeks4g !  !  ! eeks' \n s = '' \n for i in test _ str  :   \n  \t if i . isalnum (  )  =  = False  :   \n  \t\t break \n  \t else  :   \n  \t\t  s +  = i   \n print ( s )    """
30 write a python program  to extract domain name from Email address and print it,"' \n test _ str  =  \'md . shakiluzzaman @ gmail . com\' \n  #  printing original string  \n print ( ""The original string is   :   ""  +  str ( test _ str )  )  \n s = test _ str . split ( \' @ \' )  \n print ( s [ 1 ]  ) '"
35 Write a python program to remove duplicate word from sentence and print it,"' \n str1  =  ""Good bye bye world world"" \n l = str1 . split ( "" "" )  \n  # s =  [  ]  \n s = list ( set ( l )  )  \n print ( "" "" . join ( i for i in s )  ) '"
converting to dictionary,"' \n res  =   { sub [ 0 ]   :   sub [ 1 ]  for sub in res }   \n  #  printing result  \n print ( ""The sorted result   :   ""  +  str ( res )  )  '"
55 write a python program to extract  N largest dictionaries keys and print it,"' \n test _ dict  =   { 6   :   2 ,  8  :   9 ,  3  :   9 ,  10  :   8 }   \n  #  initializing N   \n N  =  4 \n res  =   [  ]  '"
write a python program to extract N largest dictionaries keys  and print it,"' \n for key ,  val in sorted ( test _ dict . items (  )  ,  key  =  lambda x  :   x [ 0 ]  ,  reverse  =  True )  [   :  N ]   :    \n  \t res . append ( key )   \n  #  printing result   \n print ( ""Top N keys are  :   ""  +  str ( res )  ) '"
62 write a program to concatenate Ranged Values in String list and print it,"' \n test _ list  =   [ ""abGFGcs"" ,  ""cdforef"" ,  ""asalloi"" ]   \n  #  initializing range  \n i ,  j  =  2 ,  5 \n r = \'\' \n for z in test _ list  :   \n  \t r  +  =  z [ i  :  j ]   \n print ( r ) '"
64 write a program  to convert string to dictionary and print it,"' \n str  =  "" Jan  =  January ;  Feb  =  February ;  Mar  =  March"" \n dictionary  =  dict ( subString . split ( "" = "" )  for subString in str . split ( "" ; "" )  )   \n print ( dictionary )  '"
96 write a python program to convert  list of tuples into digits and print it,""" \n lst  =   [  ( 11 ,  100 )  ,   ( 22 ,  200 )  ,   ( 33 ,  300 )  ,   ( 44 ,  400 )  ,   ( 88 ,  800 )  ]  \n a = '' \n for i in lst  :   \n  \t for j in i  :   \n  \t\t a +  = str ( j )  \n print ( list ( set ( a )  )  ) """
write a python function to remove last element in the list,' \n def remove _ last _ element _ list ( list1 )   :   \n  \t list1 . pop (  )  \n  \t return list1 \n  #  2'
"write a function to calculate the apothem of polygon given the number of edges, circumradius","' \n import math \n def apothem _ of _ polygon ( number _ of _ edges ,  circumradius )   :   \n  \t return circumradius  *  math . cos ( 180 / number _ of _ edges )  \n  #  5'"
write a function which takes in a list and a number as an input and returns a list with each list element raised to power of that number,"' \n def powered _ list ( a _ list ,  a _ number )   :   \n  \t a _ list  =   [ math . pow ( a _ number )  for i in a _ list ]    \n  \t return a _ list \n  #  8 '"
write a function to execute a string containing Python code,' \n def execute _ python _ code ( a _ string )   :   \n  \t return exec ( a _ string )  \n  #  9 '
write a function to multiply all the numbers in a list,' \n def multiply _ all ( a _ list )   :   \n  \t product  =  1 \n  \t for i in a _ list  :   \n  \t\t product  *  =  i \n  \t return product \n  #  10'
"write a function to slice a tuple, given an input tuple and start, stop, step=1","' \n def slice _ a _ tuple ( a _ tuple ,  start ,  stop ,  step = 1 )   :   \n  \t return a _ tuple [ start  :  stop  :  step ]  \n  #  11'"
write a function to check if a list is empty or not,' \n def list _ is _ empty ( a _ list )   :   \n  \t if not a _ list  :   \n  \t\t return True \n  \t else  :   \n  \t\t return False \n  #  12'
Write a Python function to convert a string list to a normal list type,' \n import ast \n def convert _ string _ to _ list ( str _ lst )   :   \n  \t return ast . literal _ eval ( str _ lst )  \n  #  13'
Write a Python function to extend a list without append.,"' \n def extend _ list _ without _ append ( list1 ,  list2 )   :   \n  \t return list1 . extend ( list2 )  \n  #  14'"
Write a Python function to find the median among three given numbers,"' \n def find _ the _ median ( x , y , z )   :   \n  \t list _   =  sorted (  [ x , y , z ]  )  \n  \t return list _  [ 1 ]  \n  #  15'"
Write a python function to remove a newline in Python,' \n def remove _ newline ( string )   :   \n  \t return string . strip (  )  \n  #  16'
Write a python function to convert a string to a list,""" \n def convert _ str _ to _ list ( string )   :   \n  \t return string . split ( ' ' )  \n  #  17"""
Write a python function to remove spaces from a given string,""" \n def remove _ spaces _ from _ string ( string )   :   \n  \t return string . replace ( ' ' ,  '' )  \n  #  18"""
Write a python function to remove duplicate words from a given string,""" \n def remove _ duplicate _ words ( string )   :   \n  \t string  =  string . strip (  )  . split (  )  \n  \t return ' ' . join ( set ( string )  )  \n  #  20 """
Write a python function to calculate number of days between two dates using datetime module,"' \n from datetime import date \n def day _ diff ( date1 ,  date2 )   :   \n  \t diff  =  date1  -  date2 \n  \t return diff . days \n  #  21'"
Write a python function to get the volume of a sphere with radius as input,' \n def sphere _ volume ( radius )   :   \n  \t volume  =   4 . 0 / 3 . 0  *  3 . 14  *  radius  *  *  3 \n  \t return volume \t  \n  #  22'
Write a Python function to check whether the input letter is a vowel or not,"' \n def check _ vowel _ or _ not ( letter )   :   \n  \t result  =   str ( letter )  in ""aeiou"" \n  \t return result \n  #  23'"
Write a Python function to get OS name & platform using os & platform library,""" \n import os \n import platform \n def get _ info (  )   :   \n  \t return f'OS  :    { os . name }  \\ n Platform  :    { platform . system } ' \n  #  24"""
Write a Python program to print out the number of CPUs working behind the scenes using multiprocessing library,' \n import multiprocessing \n print ( multiprocessing . cpu _ count (  )  )  \n  #  25'
Write a Python program to calculate the hypotenuse of a right angled triangle using math library,"' \n from math import sqrt \n print ( ""Input lengths of shorter triangle sides  :  "" )  \n def hypotenuse ( side1 ,  side2 )   :   \n  \t hyp  =  sqrt ( side1 *  * 2  +  side2 *  * 2 )  \n  \t return hyp \n  #  26'"
Write a Python function to convert height (in feet and inches) to centimeters,"' \n def height _ converter ( h _ ft ,  h _ inch )   :   \n  \t h _ inch  +  =  h _ ft  *  12 \n  \t h _ cm  =  round ( h _ inch  *  2 . 54 ,  1 )  \n  \t return h _ cm \n  #  27'"
Write a Python program to get the copyright information using sys module,"' \n import sys \n print ( "" \\ nPython Copyright Information"" )  \n print ( sys . copyright )  \n print (  )  \n  #  29'"
Write a Python program to find the available built-in modules using sys and textwrap modules,""" \n import sys \n import textwrap \n module _ name  =  ' ,  ' . join ( sorted ( sys . builtin _ module _ names )  )  \n print ( textwrap . fill ( module _ name ,  width = 70 )  )  \n  #  30"""
Write a Python program to get the current username using getpass library,' \n import getpass \n print ( getpass . getuser (  )  )  \n  #  31'
Write a Python program to accept a filename from the user and print the extension of that,"' \n def filename _ extension ( file )   :   \n  \t f _ extns  =  file . split ( "" . "" )  \n  \t return f""The extension of the file is   :   { repr ( f _ extns [  - 1 ]  )  } "" \n  #  32'"
"Write a Python function that calculates the area of parallelogram and takes in base, height as input",""" \n def area _ shape ( base ,  height ,  shape )   :   \n  \t return  { 'triangle'  :   0 . 5 * base * height ,  'parallelogram'  :   base * height }  [ shape ]  \n  #  33"""
Write a Python function to reverse a string if it's length is a multiple of 4.,""" \n def reverse _ string ( str1 )   :   \n  \t if len ( str1 )   %  4  =  =  0  :   \n  \t\t return '' . join ( reversed ( str1 )  )  \n  \t return str1 \n  #  34"""
Write a Python function to reverse words in a string.,""" \n def reverse _ string _ words ( text )   :   \n  \t for line in text . split ( ' \\ n' )   :   \n  \t\t return ( ' ' . join ( line . split (  )  [   :    :   - 1 ]  )  )  \n  #  35"""
Write a Python program to count and display the vowels of a given text.,"' \n def vowel ( text )   :   \n  \t vowels  =  ""aeiuoAEIOU"" \n  \t main _ list  =   [ letter for letter in text if letter in vowels ]  \n  \t return len ( main _ list )  ,  main _ list \n  #  36'"
Write a Python program to find the first repeated character in a given string,"' \n def first _ repeated _ char ( str1 )   :   \n  \t for index , c in enumerate ( str1 )   :   \n  \t\t if str1 [   :  index + 1 ]  . count ( c )   >  1  :   \n  \t\t\t return c  \n  \t return ""None"" \n  #  37'"
Write a Python program to remove spaces from a given string,""" \n def remove _ spaces ( str1 )   :   \n  \t str1  =  str1 . replace ( ' ' , '' )  \n  \t return str1 \n  #  39"""
Write a Python program to remove spaces from a given string using set,"' \n def remove _ duplicate ( str1 )   :   \n  \t list _ str  =  str1 . split (  )  \n  \t return """" . join ( set ( list _ str )  )  \n  #  40'"
Write a Python function that will accept the base and height of a triangle and compute the area.,"' \n def triangle _ area ( base ,  height )   :   \n  \t area  =  base * height / 2 \n  \t return area \n  #  41'"
Write a Python program to print the calendar of a given month and year,"' \n import calendar \n y  =  int ( input ( ""Input the year   :   "" )  )  \n m  =  int ( input ( ""Input the month   :   "" )  )  \n print ( calendar . month ( y ,  m )  )  \n  #  43'"
